year,journal,doi,title,affiliation_cntr,studysite,appl_domaine,application,platform,sensor_type,m_misc,m_ge,m_wv,m_wv1,m_vw2,m_vw3,m_vw4,m_landsat5,m_landsat7,m_landsat8,m_modis,m_aster,m_jl1,m_gf1,m_gf2,m_s2,m_quickbird,m_spot5,m_spot6,m_rapideye,m_ikonos,m_zy3,m_ps_dove,m_pleiades,m_geoeye1,m_superview,m_terrasarx,m_s1,m_gf3,m_tandemx,m_radarsat1,m_radarsat2,m_alospalsar,m_ers2,m_envisat_asar,task,arch_group,architecture,arch_family,conv_backbone,backbone_family,dl_framework,keras_backend,ds_custom,ds_misc,ds_isprs_potsdam,ds_isprs_vaihingen,ds_ieee_zeebruges,ds_lcz42,ds_hrsc2016,ds_munich3k,ds_busy_parking_lot,ds_aeriallanes18,ds_vedai,ds_dg_roads,ds_ma_roads,ds_ma_building,ds_cheng_roads,ds_dota,ds_nwpuvhr10,ds_nwpuresisc45,ds_zhang_aircraft,ds_sn_building,ds_gid,ds_inria,ds_whubuilding_aer,ds_whu_building_sat,ds_whu_rsone,ds_ucas_aod,ds_ssdd,ds_opensarship,ds_soris,ds_oirds,ds_airuvsar,ds_rsod,ds_eurosat,ds_deepsat,ds_roadtracer
2019,IGARSS,10.1109/IGARSS.2019.8898367,Optical Remote Sensing Water-Land Segmentation Representation Based on Proposed SNS-CNN Network,China,Multilocal,general LCLU,waterbody,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,Pytorch,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900625,Sea-Land Segmentation With Res-UNet And Fully Connected CRF,China,Not specified,general LCLU,waterbody,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet-18,ResNet,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898140,Flooded Areas Evaluation from Aerial Images Based on Convolutional Neural Network,Romanina,Romania,natural hazards,flood,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,Matlab,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900250,Multi-Class Segmentation of Urban Floods from Multispectral Imagery Using Deep Learning,India,India,natural hazards,flood,Satellite,Multispectral,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900442,Weed Mapping Using Very High Resolution Satellite Imagery and Fully Convolutional Neural Network,Australia,Australia,natural vegetation,shrubs,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900441,Deep Learning Solutions for Tandem-X-Based Forest Classification,Italy,USA,natural vegetation,trees and forests,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,DenseNet,ResNet,DenseNet,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898460,An Improved Fully Convolutional Network for Learning Rich Building Features,China,Not specified,settlement,building foortprint,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,DenseNet,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8899095,A Fine-Grained Fully Convolutional Network For Extraction of Building Along High-Speed Rail Lines from VHR Remote Sensing Image,China,China,settlement,building foortprint,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN,FCN,ResNet-101,ResNet,Pytorch,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898764,Building Footprint Extraction with Graph Convolutional Network,Germany,Europe,settlement,building foortprint,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,custom,custom,custom,custom,custom,Pytorch,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898156,Extracting Cadastral Boundaries from UAV Images Using Fully Convolutional Networks,Netherlands,Rwanda,settlement,cadastral boundaries,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN,FCN,VGG,Vintage,Matlab,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8899341,"Sar-Image Based Urban Change Detection in Bangkok, Thailand Using Deep Learning",Japan,Thailand,settlement,settlement changes,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900296,Transfer Learning for Changes Detection in Optical Remote Sensing Imagery,Algeria,Not specified,settlement,settlement changes,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,VGG-16,Vintage,VGG-16,Vintage,Keras,TensorFlow,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898146,Residual Unet for Urban Building Change Detection with Sentinel-1 SAR Data,China,China,settlement,settlement changes,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8899068,MSPPF-Nets: A Deep Learning Architecture for Remote Sensing Image Classification,China,Multilocal,settlement,local climate zones,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,DenseNet,ResNet,DenseNet,ResNet,TensorFlow,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8899217,Effective Fusion of Multi-Modal Data with Group Convolutions for Semantic Segmentation of Aerial Imagery,China,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Naive-decoder,FuseNet,FuseNet,custom,custom,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900224,Spatial Relational Reasoning in Networks for Improving Semantic Segmentation of Aerial Images,Germany,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,custom,custom,VGG-16,Vintage,TensorFlow,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8899796,Domain Adaptation for Semantic Segmentation Using Convolutional Neural Networks,Germany,Germany,settlement,urban VHR feature extraction,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,SegNet,SegNet,VGG-16,Vintage,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900281,Efficient Multi-Class Semantic Segmentation of High Resolution Aerial Imagery with Dilated LinkNet,China,Germany,settlement,urban VHR feature extraction,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet-50,ResNet,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900306,Semantic Labeling for High-Resolution Aerial Images Based on the DMFFNet,China,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,DeepLab-V3+,DeepLab,Xception,ResNet,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898513,Semantic Vehicle Segmentation in Very High Resolution Multispectral Aerial Images Using Deep Neural Networks,Germany,Germany,transportation,car,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN-8s,FCN,VGG-16,Vintage,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8899165,New Neural Network and an Image Postprocessing Method for High Resolution Satellite Imagery Road Extraction,China,Not specified,transportation,road network,Satellite,Optical,,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,D-LinkNet,U-Net,ResNet-101,ResNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898640,New Network Based on D-Linknet and Densenet for High Resolution Satellite Imagery Road Extraction,China,Not specified,transportation,road network,Satellite,Optical,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,DenseNet,ResNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898392,D-Resunet: Resunet and Dilated Convolution for High Resolution Satellite Imagery Road Extraction,China,Asia,transportation,road network,Satellite,Optical,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet,ResNet,Keras,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898360,Large-Scale Oil Palm Tree Detection from High-Resolution Remote Sensing Images Using Faster-RCNN,China,Malaysia,agriculture,oil palm,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,VGG-16,Vintage,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8897976,Robust Real-Time Object Detection Based on Deep Learning for Very High Resolution Remote Sensing Images,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG-16,Vintage,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898495,Rotation and Scale-Invariant Object Detector for High Resolution Optical Remote Sensing Images,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ResNet-50,ResNet,MXNet,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8897851,Geospatial Object Detection In Remote Sensing Images Based On Multi-Scale Convolutional Neural Networks,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ResNet-50,ResNet,Pytorch,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8899039,Mergenet: Feature-Merged Network for Multi-Scale Object Detection in Remote Sensing Images,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG-16,Vintage,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898573,Object Detection and Instance Segmentation in Remote Sensing Imagery Based on Precise Mask R-CNN,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Mask R-CNN,R-CNN,ResNet-101,ResNet,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8897842,Multi-Scale Feature Fusion Network for Object Detection in VHR Optical Remote Sensing Images,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG,Vintage,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900461,Object Detection in VHR Image Using Transfer Learning with Deformable Convolution,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,patch based,ResNet-18,ResNet,ResNet-18,ResNet,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898526,Spatial Enhanced-SSD For Multiclass Object Detection in Remote Sensing Images,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG-16,Vintage,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8899121,Detecting Collapsed Buildings After a Natural Hazard on Vhr Optical Satellite Imagery Using U-Net Convolutional Neural Networks,USA,Not specified,natural hazards,damage assessment,Satellite,Optical,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Encoder-decoder,U-Net,U-Net,custom,custom,NA,NA,NA,Xview,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8900436,Development of a Surveillance System for Forest Fire Detection and Monitoring using Drones,India,Not specified,natural hazards,wildfire,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,MobileNet-V1,MobileNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898679,"A Training-Free, One-Shot Detection Framework for Geospatial Objects in Remote Sensing Images",China,Global,settlement,industry,Aircraft + Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,custom,custom,VGG-16,Vintage,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8897989,A Weakly-Supervised Deep Network for DSM-Aided Vehicle Detection,China,Germany,transportation,car,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,R-FCN,R-CNN,ResNet-101,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898821,Drbox Family: A Group of Object Detection Techniques for Remote Sensing Images,China,Multilocal,transportation,car and aircraft and ship,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ResNet-101,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8899864,Aircraft Detection from Remote Sensing Image Based on A Weakly Supervised Attention Model,China,Multilocal,transportation,aircrafts,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,patch based,VGG-16,Vintage,VGG-16,Vintage,Pytorch,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IGARSS,10.1109/IGARSS.2019.8898173,Object Detection and Trcacking Based on Convolutional Neural Networks for High-Resolution Optical Remote Sensing Video,China,Not specified,transportation,aircrafts,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,VGG-16,Vintage,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
